Condition,Rater,Observation id,Subject,PND,Behavior,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Description
Double,Easton,Orange21_BothPups_23June2024,yellow,14,RESISTANCE,POINT,300.849,300.849,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_23June2024_N.MOV,Pink - N/A : Yellow - N/A
Double,Easton,Orange22_BothPups_16June2024,no focal subject,2,LET GO,POINT,49.9,49.9,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,no focal subject,2,SIBLING COOPERATION,STATE,50,57.735,7.735,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,nc,2,MOM INITIATION,POINT,50.533,50.533,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,blue,2,MOM INITIATION,POINT,50.533,50.533,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,blue,2,FIRST TOUCH,POINT,50.533,50.533,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,nc,2,GUIDANCE,STATE,54.9,108.802,53.902,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,nc,2,FIRST ATTACHMENT,POINT,108.935,108.935,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,nc,2,SUCCESSFUL ATTACHMENT,STATE,108.935,371.007,262.072,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,blue,2,GUIDANCE,STATE,112.435,363.938,251.503,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,nc,2,GUIDANCE,STATE,133.802,363.938,230.136,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,nc,2,ACCEPTANCE,POINT,371.007,371.007,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_16June2024,blue,2,ACCEPTANCE,POINT,371.007,371.007,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_16June2024_B.MOV,"Blue - Left : No Colour - N/A? (not enough evidence). In the rescore batch, but wasn't a rescore"
Double,Easton,Orange22_BothPups_20June2024,no focal subject,6,LET GO,POINT,16.5,16.5,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,nc,6,MOM INITIATION,POINT,18.933,18.933,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,nc,6,FIRST TOUCH,POINT,18.933,18.933,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,nc,6,GUIDANCE,STATE,20.033,26.233,6.2,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,blue,6,PUP INITIATION,POINT,22,22,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,blue,6,GUIDANCE,STATE,26.233,107.768,81.535,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,nc,6,GUIDANCE,STATE,54.233,107.768,53.535,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,nc,6,FIRST ATTACHMENT,POINT,109.968,109.968,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,nc,6,SUCCESSFUL ATTACHMENT,STATE,109.968,338.754,228.786,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,blue,6,FIRST ATTACHMENT,POINT,109.968,109.968,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,blue,6,SUCCESSFUL ATTACHMENT,STATE,109.968,338.754,228.786,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,nc,6,ACCEPTANCE,POINT,338.754,338.754,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_20June2024,blue,6,ACCEPTANCE,POINT,338.754,338.754,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_20June2024_X.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,no focal subject,10,LET GO,POINT,8.4,8.4,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,no focal subject,10,SIBLING COOPERATION,STATE,11.6,29.867,18.267,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,blue,10,PUP INITIATION,POINT,17.7,17.7,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,blue,10,FIRST TOUCH,POINT,17.7,17.7,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,nc,10,MOM INITIATION,POINT,33.533,33.533,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,nc,10,FIRST ATTACHMENT,POINT,238.937,238.937,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,nc,10,SUCCESSFUL ATTACHMENT,STATE,238.937,307.454,68.517,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,blue,10,FIRST ATTACHMENT,POINT,238.937,238.937,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,blue,10,SUCCESSFUL ATTACHMENT,STATE,238.937,307.454,68.517,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,nc,10,ACCEPTANCE,POINT,307.454,307.454,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_24June2024,blue,10,ACCEPTANCE,POINT,307.454,307.454,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange22_BothPups_24June2024_J.MOV,Blue - Right : No Colour - Left
Double,Easton,Orange22_BothPups_28June2024,no focal subject,14,LET GO,POINT,14.867,14.867,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,nc,14,FIRST TOUCH,POINT,16.333,16.333,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,PUP INITIATION,POINT,16.333,16.333,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,nc,14,PUP INITIATION,POINT,19.933,19.933,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,nc,14,UNSUCCESSFUL ATTACHMENT,POINT,21.6,21.6,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,52.867,59.402,6.535,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,64.135,69.835,5.7,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,68.735,68.735,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,no focal subject,14,SIBLING COOPERATION,STATE,87.802,110.602,22.8,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,123.435,123.435,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,130.668,130.668,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,137.935,137.935,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,no focal subject,14,SIBLING COOPERATION,STATE,153.202,161.135,7.933,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,171.37,211.637,40.267,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,181.837,181.837,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,211.637,211.637,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,224.403,299.405,75.002,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,229.537,229.537,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,244.837,244.837,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,300.672,300.672,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,319.405,354.738,35.333,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,nc,14,RESISTANCE,POINT,381.549,381.549,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange22_BothPups_28June2024,blue,14,RESISTANCE,POINT,381.549,381.549,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange22_BothPups_28June2024_N.MOV,Blue - N/A? : Orange - N/A? Not enough evidence. Blue was being a fiend the whole time.
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,LET GO,POINT,15.9,15.9,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,yellow,22,PUP INITIATION,POINT,17.4,17.4,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,yellow,22,FIRST TOUCH,POINT,17.4,17.4,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,SIBLING COOPERATION,STATE,19.9,37.233,17.333,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,pink,22,PUP INITIATION,POINT,21.667,21.667,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,yellow,22,UNSUCCESSFUL ATTACHMENT,POINT,23.133,23.133,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,SIBLING INTERFERENCE,STATE,37.233,48.167,10.934,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,SIBLING COOPERATION,STATE,48.167,71.635,23.468,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,pink,22,UNSUCCESSFUL ATTACHMENT,POINT,48.167,48.167,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,SIBLING COOPERATION,STATE,90.035,100.735,10.7,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,SIBLING COOPERATION,STATE,136.802,143.668,6.866,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,SIBLING COOPERATION,STATE,183.17,196.87,13.7,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,SIBLING COOPERATION,STATE,227.27,229.737,2.467,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,pink,22,UNSUCCESSFUL ATTACHMENT,POINT,251.303,251.303,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,no focal subject,22,SIBLING COOPERATION,STATE,288.772,300.674,11.902,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,pink,22,RESISTANCE,POINT,300.674,300.674,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_03July2024,yellow,22,RESISTANCE,POINT,300.674,300.674,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange23_BothPups_03July2024_V.MOV,Pink - N/A : Yellow - N/A? (hard to tell)
Double,Easton,Orange23_BothPups_13June2024,No focal subject,2,LET GO,POINT,14.867,14.867,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,pink,2,MOM INITIATION,POINT,16.467,16.467,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,pink,2,FIRST TOUCH,POINT,16.467,16.467,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,yellow,2,MOM INITIATION,POINT,17.533,17.533,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,pink,2,FIRST ATTACHMENT,POINT,34.033,34.033,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,pink,2,SUCCESSFUL ATTACHMENT,STATE,34.033,49.167,15.134,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,yellow,2,UNSUCCESSFUL ATTACHMENT,POINT,34.033,34.033,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,No focal subject,2,OBSTRUCTION,STATE,49.167,180.67,131.503,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,pink,2,OBSTRUCTION,STATE,49.167,181.578,132.411,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,pink,2,ACCEPTANCE,POINT,180.67,180.67,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_13June2024,yellow,2,ACCEPTANCE,POINT,180.67,180.67,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_13June2024_B.MOV,
Double,Easton,Orange23_BothPups_17June2024,No focal subject,6,LET GO,POINT,26.767,26.767,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_17June2024_X.MOV,
Double,Easton,Orange23_BothPups_17June2024,yellow,6,MOM INITIATION,POINT,27.733,27.733,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_17June2024_X.MOV,
Double,Easton,Orange23_BothPups_17June2024,yellow,6,FIRST TOUCH,POINT,27.733,27.733,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange23_BothPups_17June2024_X.MOV,
