Condition,Rater,Observation id,Subject,PND,Behavior,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Description
Single,Emily,Grey114_blue_F_13July2025,blue,22,UNSUCCESSFUL ATTACHMENT,POINT,182.516,182.516,NA,D:/For Emily/Oct 07 Videos/Grey114_blue_F_13July2025_V.MP4,
Single,Emily,Grey114_blue_F_13July2025,blue,22,RESISTANCE,POINT,338.325,338.325,NA,D:/For Emily/Oct 07 Videos/Grey114_blue_F_13July2025_V.MP4,
Single,Emily,Grey114_blue_F_27June2025,blue,6,LET GO,POINT,18.118,18.118,NA,D:/For Emily/Oct 07 Videos/Grey114_blue_F_27June2025_X.MP4,
Single,Emily,Grey114_blue_F_27June2025,blue,6,MOM INITIATION,POINT,37.17,37.17,NA,D:/For Emily/Oct 07 Videos/Grey114_blue_F_27June2025_X.MP4,
Single,Emily,Grey114_blue_F_27June2025,blue,6,GUIDANCE,STATE,39.239,68.635,29.396,D:/For Emily/Oct 07 Videos/Grey114_blue_F_27June2025_X.MP4,
Single,Emily,Grey114_blue_F_27June2025,blue,6,SUCCESSFUL ATTACHMENT,STATE,68.235,335.635,267.4,D:/For Emily/Oct 07 Videos/Grey114_blue_F_27June2025_X.MP4,
Single,Emily,Grey114_blue_F_27June2025,blue,6,FIRST ATTACHMENT,POINT,68.302,68.302,NA,D:/For Emily/Oct 07 Videos/Grey114_blue_F_27June2025_X.MP4,
Single,Emily,Grey114_blue_F_27June2025,blue,6,ACCEPTANCE,POINT,336.036,336.036,NA,D:/For Emily/Oct 07 Videos/Grey114_blue_F_27June2025_X.MP4,
Single,Emily,Grey114_nc_M_01July2025,nc,10,LET GO,POINT,18.485,18.485,NA,D:/For Emily/Oct 07 Videos/Grey114_nc_M_01July2025_J.MP4,
Single,Emily,Grey114_nc_M_01July2025,nc,10,PUP INITIATION,POINT,69.703,69.703,NA,D:/For Emily/Oct 07 Videos/Grey114_nc_M_01July2025_J.MP4,
Single,Emily,Grey114_nc_M_01July2025,nc,10,UNSUCCESSFUL ATTACHMENT,POINT,133.7,133.7,NA,D:/For Emily/Oct 07 Videos/Grey114_nc_M_01July2025_J.MP4,
Single,Emily,Grey114_nc_M_01July2025,nc,10,RESISTANCE,POINT,343.91,343.91,NA,D:/For Emily/Oct 07 Videos/Grey114_nc_M_01July2025_J.MP4,
Single,Emily,Grey114_nc_M_05July2025,nc,14,LET GO,POINT,13.013,13.013,NA,D:/For Emily/Oct 07 Videos/Grey114_nc_M_05July2025_N.MP4,
Single,Emily,Grey114_nc_M_05July2025,nc,14,PUP INITIATION,POINT,70.17,70.17,NA,D:/For Emily/Oct 07 Videos/Grey114_nc_M_05July2025_N.MP4,
Single,Emily,Grey114_nc_M_05July2025,nc,14,SUCCESSFUL ATTACHMENT,STATE,141.408,327.227,185.819,D:/For Emily/Oct 07 Videos/Grey114_nc_M_05July2025_N.MP4,
Single,Emily,Grey114_nc_M_05July2025,nc,14,FIRST ATTACHMENT,POINT,141.575,141.575,NA,D:/For Emily/Oct 07 Videos/Grey114_nc_M_05July2025_N.MP4,
Single,Emily,Grey114_nc_M_05July2025,nc,14,RESISTANCE,POINT,327.808,327.808,NA,D:/For Emily/Oct 07 Videos/Grey114_nc_M_05July2025_N.MP4,
Single,Emily,Grey114_nc_M_13July2025,nc,22,LET GO,POINT,21.154,21.154,NA,D:/For Emily/Sept 26 Videos/Grey114_nc_M_13July2025_V.MP4,
Single,Emily,Grey114_nc_M_13July2025,nc,22,PUP INITIATION,POINT,23.524,23.524,NA,D:/For Emily/Sept 26 Videos/Grey114_nc_M_13July2025_V.MP4,
Single,Emily,Grey114_nc_M_13July2025,nc,22,SUCCESSFUL ATTACHMENT,STATE,118.085,193.694,75.609,D:/For Emily/Sept 26 Videos/Grey114_nc_M_13July2025_V.MP4,
Single,Emily,Grey114_nc_M_13July2025,nc,22,FIRST ATTACHMENT,POINT,118.585,118.585,NA,D:/For Emily/Sept 26 Videos/Grey114_nc_M_13July2025_V.MP4,
Single,Emily,Grey114_nc_M_13July2025,nc,22,RESISTANCE,POINT,332.444,332.444,NA,D:/For Emily/Sept 26 Videos/Grey114_nc_M_13July2025_V.MP4,
Single,Emily,Grey114_nc_M_27June2025,nc,6,LET GO,POINT,16.984,16.984,NA,D:/For Emily/Sept 26 Videos/Grey114_nc_M_27June2025_X.MP4,
Single,Emily,Grey114_nc_M_27June2025,nc,6,MOM INITIATION,POINT,48.782,48.782,NA,D:/For Emily/Sept 26 Videos/Grey114_nc_M_27June2025_X.MP4,
Single,Emily,Grey114_nc_M_27June2025,nc,6,SUCCESSFUL ATTACHMENT,STATE,64.731,331.433,266.702,D:/For Emily/Sept 26 Videos/Grey114_nc_M_27June2025_X.MP4,
Single,Emily,Grey114_nc_M_27June2025,nc,6,FIRST ATTACHMENT,POINT,64.765,64.765,NA,D:/For Emily/Sept 26 Videos/Grey114_nc_M_27June2025_X.MP4,
Single,Emily,Grey114_nc_M_27June2025,nc,6,ACCEPTANCE,POINT,331.433,331.433,NA,D:/For Emily/Sept 26 Videos/Grey114_nc_M_27June2025_X.MP4,
Single,Emily,Grey109_purple_F_17June2025,purple,2,LET GO,POINT,14.381,14.381,NA,D:/For Emily/Dec 19 (i'm sorry and thank you)/Grey109_purple_F_17June2025_B.MP4,
Single,Emily,Grey109_purple_F_17June2025,purple,2,MOM INITIATION,POINT,32.733,32.733,NA,D:/For Emily/Dec 19 (i'm sorry and thank you)/Grey109_purple_F_17June2025_B.MP4,
Single,Emily,Grey109_purple_F_17June2025,purple,2,GUIDANCE,STATE,42.309,95.762,53.453,D:/For Emily/Dec 19 (i'm sorry and thank you)/Grey109_purple_F_17June2025_B.MP4,
Single,Emily,Grey109_purple_F_17June2025,purple,2,SUCCESSFUL ATTACHMENT,STATE,95.195,337.835,242.64,D:/For Emily/Dec 19 (i'm sorry and thank you)/Grey109_purple_F_17June2025_B.MP4,
Single,Emily,Grey109_purple_F_17June2025,purple,2,FIRST ATTACHMENT,POINT,95.262,95.262,NA,D:/For Emily/Dec 19 (i'm sorry and thank you)/Grey109_purple_F_17June2025_B.MP4,
Single,Emily,Grey109_purple_F_17June2025,purple,2,GUIDANCE,STATE,190.957,211.378,20.421,D:/For Emily/Dec 19 (i'm sorry and thank you)/Grey109_purple_F_17June2025_B.MP4,
Single,Emily,Grey109_purple_F_17June2025,purple,2,ACCEPTANCE,POINT,337.835,337.835,NA,D:/For Emily/Dec 19 (i'm sorry and thank you)/Grey109_purple_F_17June2025_B.MP4,
Double,Emily,105807_both_08June2025,no focal subject,2,LET GO,POINT,17.317,17.317,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,no focal subject,2,SIBLING COOPERATION,STATE,19.786,29.763,9.977,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,nc,2,MOM INITIATION,POINT,20.354,20.354,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,nc,2,FIRST TOUCH,POINT,20.354,20.354,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,blue,2,MOM INITIATION,POINT,24.491,24.491,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,nc,2,GUIDANCE,STATE,27.761,42.609,14.848,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,blue,2,GUIDANCE,STATE,27.761,69.036,41.275,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,nc,2,UNSUCCESSFUL ATTACHMENT,POINT,39.406,39.406,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,blue,2,UNSUCCESSFUL ATTACHMENT,POINT,67.401,67.401,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,blue,2,GUIDANCE,STATE,76.71,90.824,14.114,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,blue,2,FIRST ATTACHMENT,POINT,88.555,88.555,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,blue,2,SUCCESSFUL ATTACHMENT,STATE,88.689,319.317,230.628,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,nc,2,GUIDANCE,STATE,88.722,94.494,5.772,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,nc,2,FIRST ATTACHMENT,POINT,94.294,94.294,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,nc,2,SUCCESSFUL ATTACHMENT,STATE,94.294,319.317,225.023,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,nc,2,ACCEPTANCE,POINT,319.317,319.317,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_08June2025,blue,2,ACCEPTANCE,POINT,319.317,319.317,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_08June2025_B.MP4,Blue - Right: NC - Left
Double,Emily,105807_both_12June2025,no focal subject,6,LET GO,POINT,8.308,8.308,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,blue,6,MOM INITIATION,POINT,22.823,22.823,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,blue,6,FIRST TOUCH,POINT,22.923,22.923,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,blue,6,GUIDANCE,STATE,27.694,41.241,13.547,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,nc,6,MOM INITIATION,POINT,30.43,30.43,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,blue,6,FIRST ATTACHMENT,POINT,41.074,41.074,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,blue,6,SUCCESSFUL ATTACHMENT,STATE,41.074,316.8,275.726,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,nc,6,UNSUCCESSFUL ATTACHMENT,POINT,55.856,55.856,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,nc,6,UNSUCCESSFUL ATTACHMENT,POINT,99.166,99.166,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,no focal subject,6,SIBLING INTERFERENCE,STATE,128.862,138.538,9.676,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,nc,6,UNSUCCESSFUL ATTACHMENT,POINT,136.67,136.67,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,no focal subject,6,SIBLING INTERFERENCE,STATE,224.357,231.198,6.841,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,nc,6,UNSUCCESSFUL ATTACHMENT,POINT,229.362,229.362,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,nc,6,RESISTANCE,POINT,316.8,316.8,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_12June2025,blue,6,ACCEPTANCE,POINT,316.8,316.8,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_12June2025_X.MP4,Blue - Left: NC - N/A
Double,Emily,105807_both_16June2025,no focal subject,10,LET GO,POINT,33.133,33.133,NA,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,no focal subject,10,SIBLING COOPERATION,STATE,33.934,57.758,23.824,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,no focal subject,10,SIBLING COOPERATION,STATE,62.429,69.67,7.241,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,blue,10,PUP INITIATION,POINT,66.567,66.567,NA,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,blue,10,FIRST TOUCH,POINT,67.467,67.467,NA,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,nc,10,MOM INITIATION,POINT,72.172,72.172,NA,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,blue,10,UNSUCCESSFUL ATTACHMENT,POINT,75.342,75.342,NA,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,nc,10,UNSUCCESSFUL ATTACHMENT,POINT,92.826,92.826,NA,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,no focal subject,10,SIBLING COOPERATION,STATE,105.906,345.341,239.435,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,nc,10,RESISTANCE,POINT,345.341,345.341,NA,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_16June2025,blue,10,RESISTANCE,POINT,345.341,345.341,NA,D:/For Emily/Nov 14 Videos/105807_both_16June2025_J.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,no focal subject,14,LET GO,POINT,14.781,14.781,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,no focal subject,14,SIBLING COOPERATION,STATE,16.75,24.024,7.274,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,blue,14,FIRST TOUCH,POINT,24.391,24.391,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,blue,14,PUP INITIATION,POINT,24.524,24.524,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,nc,14,MOM INITIATION,POINT,38.939,38.939,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,no focal subject,14,SIBLING COOPERATION,STATE,65.732,98.098,32.366,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,no focal subject,14,SIBLING COOPERATION,STATE,103.67,325.992,222.322,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,nc,14,RESISTANCE,POINT,328.32,328.32,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_20June2025,blue,14,RESISTANCE,POINT,328.32,328.32,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105807_both_20June2025_N.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_28June2025,no focal subject,22,LET GO,POINT,18.218,18.218,NA,D:/For Emily/Nov 14 Videos/105807_both_28June2025_V.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_28June2025,no focal subject,22,SIBLING COOPERATION,STATE,18.252,330.325,312.073,D:/For Emily/Nov 14 Videos/105807_both_28June2025_V.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_28June2025,nc,22,MOM INITIATION,POINT,28.395,28.395,NA,D:/For Emily/Nov 14 Videos/105807_both_28June2025_V.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_28June2025,nc,22,FIRST TOUCH,POINT,28.395,28.395,NA,D:/For Emily/Nov 14 Videos/105807_both_28June2025_V.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_28June2025,blue,22,MOM INITIATION,POINT,29.496,29.496,NA,D:/For Emily/Nov 14 Videos/105807_both_28June2025_V.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_28June2025,nc,22,RESISTANCE,POINT,330.325,330.325,NA,D:/For Emily/Nov 14 Videos/105807_both_28June2025_V.MP4,Blue - N/A: NC - N/A
Double,Emily,105807_both_28June2025,blue,22,RESISTANCE,POINT,330.325,330.325,NA,D:/For Emily/Nov 14 Videos/105807_both_28June2025_V.MP4,Blue - N/A: NC - N/A
Double,Emily,105863_both_06July2025,no focal subject,30,LET GO,POINT,16.049,16.049,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,no focal subject,30,SIBLING COOPERATION,STATE,17.918,45.646,27.728,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,purple,30,PUP INITIATION,POINT,47.714,47.714,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,purple,30,FIRST TOUCH,POINT,47.714,47.714,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,purple,30,UNSUCCESSFUL ATTACHMENT,POINT,51.985,51.985,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,pink,30,PUP INITIATION,POINT,53.887,53.887,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,no focal subject,30,SIBLING INTERFERENCE,STATE,54.521,60.294,5.773,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,pink,30,UNSUCCESSFUL ATTACHMENT,POINT,61.061,61.061,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,purple,30,UNSUCCESSFUL ATTACHMENT,POINT,64.798,64.798,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,no focal subject,30,SIBLING INTERFERENCE,STATE,113.78,124.358,10.578,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,purple,30,FIRST ATTACHMENT,POINT,125.058,125.058,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,purple,30,SUCCESSFUL ATTACHMENT,STATE,125.192,330.325,205.133,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,no focal subject,30,SIBLING COOPERATION,STATE,163.563,300.6,137.037,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,pink,30,RESISTANCE,POINT,330.325,330.325,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_06July2025,purple,30,RESISTANCE,POINT,330.325,330.325,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_06July2025_D.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_08June2025,no focal subject,2,LET GO,POINT,13.38,13.38,NA,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_08June2025,purple,2,MOM INITIATION,POINT,14.514,14.514,NA,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_08June2025,purple,2,FIRST TOUCH,POINT,14.514,14.514,NA,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_08June2025,pink,2,MOM INITIATION,POINT,17.351,17.351,NA,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_08June2025,pink,2,GUIDANCE,STATE,18.352,315.797,297.445,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_08June2025,purple,2,GUIDANCE,STATE,18.352,315.797,297.445,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_08June2025,no focal subject,2,SIBLING INTERFERENCE,STATE,21.955,126.96,105.005,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
